0,1
U2943@DOM1,U5147@DOM1
U2943@DOM1,U5521@DOM1
U2943@DOM1,U8717@DOM1
U2943@DOM1,U7450@DOM1
U2943@DOM1,U9867@DOM1
U2943@DOM1,U4045@DOM1
U2943@DOM1,U3603@DOM1
U2943@DOM1,U3904@DOM1
U2943@DOM1,U2664@DOM1
U2943@DOM1,U7373@DOM1
U2943@DOM1,U2348@DOM1
U2943@DOM1,U6134@DOM1
U2943@DOM1,U5496@DOM1
U2943@DOM1,U4943@DOM1
U2943@DOM1,U3671@DOM1
U2943@DOM1,U3694@DOM1
U2943@DOM1,U1940@DOM1
U2943@DOM1,U3248@DOM1
U2943@DOM1,U708@DOM1
U2943@DOM1,U6039@DOM1
U2943@DOM1,U7066@DOM1
U2943@DOM1,U2390@DOM1
U2943@DOM1,U3590@DOM1
U2943@DOM1,U6384@DOM1
U2943@DOM1,U4082@DOM1
U2943@DOM1,U586@DOM1
U2943@DOM1,U9947@DOM1
U1916@DOM1,U4045@DOM1
U1916@DOM1,U7373@DOM1
U1916@DOM1,U7427@DOM1
U1916@DOM1,U3671@DOM1
U1916@DOM1,U7510@DOM1
U1916@DOM1,U737@DOM1
U1916@DOM1,U1048@DOM1
U1916@DOM1,U2575@DOM1
U1916@DOM1,U9263@DOM1
U1916@DOM1,U7375@DOM1
U1916@DOM1,U8601@DOM1
U1916@DOM1,U9947@DOM1
U7765@DOM1,U5318@DOM1
U7765@DOM1,U5147@DOM1
U7765@DOM1,U5521@DOM1
U7765@DOM1,U8717@DOM1
U7765@DOM1,U7450@DOM1
U7765@DOM1,U9867@DOM1
U7765@DOM1,U4045@DOM1
U7765@DOM1,U3603@DOM1
U7765@DOM1,U3904@DOM1
U7765@DOM1,U2664@DOM1
U7765@DOM1,U7373@DOM1
U7765@DOM1,U2348@DOM1
U7765@DOM1,U6134@DOM1
U7765@DOM1,U5496@DOM1
U7765@DOM1,U7427@DOM1
U7765@DOM1,U4943@DOM1
U7765@DOM1,U3694@DOM1
U7765@DOM1,U1940@DOM1
U7765@DOM1,U3248@DOM1
U7765@DOM1,U708@DOM1
U7765@DOM1,U6039@DOM1
U7765@DOM1,U2390@DOM1
U7765@DOM1,U3590@DOM1
U7765@DOM1,U6384@DOM1
U7765@DOM1,U4082@DOM1
U7765@DOM1,U586@DOM1
U7765@DOM1,U9947@DOM1
U1802@DOM1,U8792@DOM1
U1802@DOM1,U5002@DOM1
U1802@DOM1,U1106@DOM1
U1802@DOM1,U1025@DOM1
U3162@DOM1,U1422@DOM1
U3162@DOM1,U799@DOM1
U3162@DOM1,U1491@DOM1
U3162@DOM1,U5541@DOM1
U3162@DOM1,U359@DOM1
U3162@DOM1,U7192@DOM1
U3162@DOM1,U3457@DOM1
U3162@DOM1,U8076@DOM1
U3162@DOM1,U4599@DOM1
U3162@DOM1,U3958@DOM1
U3162@DOM1,U1501@DOM1
U3162@DOM1,U1048@DOM1
U3162@DOM1,U7375@DOM1
U3162@DOM1,U8601@DOM1
U3162@DOM1,U4353@DOM1
U1422@DOM1,U799@DOM1
U1422@DOM1,U1491@DOM1
U1422@DOM1,U5541@DOM1
U1422@DOM1,U7255@DOM1
U1422@DOM1,U7192@DOM1
U1422@DOM1,U3457@DOM1
U1422@DOM1,U8076@DOM1
U1422@DOM1,U4599@DOM1
U1422@DOM1,U1501@DOM1
U1422@DOM1,U1048@DOM1
U1422@DOM1,U4353@DOM1
U799@DOM1,U7255@DOM1
U799@DOM1,U4599@DOM1
U799@DOM1,U1501@DOM1
U799@DOM1,U1048@DOM1
U799@DOM1,U4353@DOM1
U8831@DOM1,U5002@DOM9
U8831@DOM1,U4629@DOM1
U8831@DOM1,U5942@DOM1
U8831@DOM1,U463@DOM9
U8831@DOM1,U7182@DOM1
U8831@DOM1,U7562@DOM1
U8831@DOM1,U307@DOM1
U8831@DOM1,U5002@DOM1
U8831@DOM1,U4251@DOM1
U8831@DOM1,U453@DOM1
U8831@DOM1,U1600@DOM1
U4875@DOM1,U7255@DOM1
U4875@DOM1,U4048@DOM1
U4875@DOM1,U314@DOM1
U4875@DOM1,U1133@DOM1
U4875@DOM1,U3406@DOM1
U5318@DOM1,U5147@DOM1
U5318@DOM1,U5521@DOM1
U5318@DOM1,U8717@DOM1
U5318@DOM1,U7420@DOM1
U5318@DOM1,U7450@DOM1
U5318@DOM1,U9867@DOM1
U5318@DOM1,U4045@DOM1
U5318@DOM1,U3603@DOM1
U5318@DOM1,U3904@DOM1
U5318@DOM1,U2664@DOM1
U5318@DOM1,U7373@DOM1
U5318@DOM1,U2348@DOM1
U5318@DOM1,U6134@DOM1
U5318@DOM1,U5496@DOM1
U5318@DOM1,U7427@DOM1
U5318@DOM1,U4943@DOM1
U5318@DOM1,U3671@DOM1
U5318@DOM1,U3694@DOM1
U5318@DOM1,U1940@DOM1
U5318@DOM1,U3248@DOM1
U5318@DOM1,U708@DOM1
U5318@DOM1,U6039@DOM1
U5318@DOM1,U7066@DOM1
U5318@DOM1,U2390@DOM1
U5318@DOM1,U3590@DOM1
U5318@DOM1,U6384@DOM1
U5318@DOM1,U4082@DOM1
U5318@DOM1,U586@DOM1
U5318@DOM1,U7375@DOM1
U5318@DOM1,U1592@DOM1
U5318@DOM1,U2758@DOM1
U5318@DOM1,U9947@DOM1
U5002@DOM9,U8434@DOM1
U5002@DOM9,U4629@DOM1
U5002@DOM9,U5942@DOM1
U5002@DOM9,U463@DOM9
U5002@DOM9,U7182@DOM1
U5002@DOM9,U7562@DOM1
U5002@DOM9,U5652@DOM9
U5002@DOM9,U3975@DOM1
U5002@DOM9,U9828@DOM1
U5002@DOM9,U359@DOM1
U5002@DOM9,U6521@DOM1
U5002@DOM9,U307@DOM1
U5002@DOM9,U8020@DOM1
U5002@DOM9,U455@DOM1
U5002@DOM9,U623@DOM1
U5002@DOM9,U50@DOM1
U5002@DOM9,U5002@DOM1
U5002@DOM9,U4251@DOM1
U5002@DOM9,U453@DOM1
U5002@DOM9,U2575@DOM1
U5002@DOM9,U1600@DOM1
U5002@DOM9,U3486@DOM1
U5002@DOM9,U7507@DOM1
U5002@DOM9,U66@DOM1
U5002@DOM9,U78@DOM1
U5002@DOM9,U8840@DOM1
U5002@DOM9,U1480@DOM1
U5002@DOM9,U2758@DOM1
U5147@DOM1,U5521@DOM1
U5147@DOM1,U8717@DOM1
U5147@DOM1,U7450@DOM1
U5147@DOM1,U9867@DOM1
U5147@DOM1,U4045@DOM1
U5147@DOM1,U3603@DOM1
U5147@DOM1,U2664@DOM1
U5147@DOM1,U2348@DOM1
U5147@DOM1,U6134@DOM1
U5147@DOM1,U5496@DOM1
U5147@DOM1,U7427@DOM1
U5147@DOM1,U4943@DOM1
U5147@DOM1,U3694@DOM1
U5147@DOM1,U1940@DOM1
U5147@DOM1,U3248@DOM1
U5147@DOM1,U7066@DOM1
U5147@DOM1,U3590@DOM1
U5147@DOM1,U6384@DOM1
U5147@DOM1,U4082@DOM1
U5147@DOM1,U2758@DOM1
U5521@DOM1,U8717@DOM1
U5521@DOM1,U7450@DOM1
U5521@DOM1,U9867@DOM1
U5521@DOM1,U4045@DOM1
U5521@DOM1,U3603@DOM1
U5521@DOM1,U3904@DOM1
U5521@DOM1,U2664@DOM1
U5521@DOM1,U7373@DOM1
U5521@DOM1,U2348@DOM1
U5521@DOM1,U6134@DOM1
U5521@DOM1,U5496@DOM1
U5521@DOM1,U4943@DOM1
U5521@DOM1,U3671@DOM1
U5521@DOM1,U3694@DOM1
U5521@DOM1,U1940@DOM1
U5521@DOM1,U3248@DOM1
U5521@DOM1,U708@DOM1
U5521@DOM1,U6039@DOM1
U5521@DOM1,U7066@DOM1
U5521@DOM1,U2390@DOM1
U5521@DOM1,U3590@DOM1
U5521@DOM1,U6384@DOM1
U5521@DOM1,U4082@DOM1
U5521@DOM1,U586@DOM1
U5521@DOM1,U2758@DOM1
U5521@DOM1,U9947@DOM1
U8717@DOM1,U7450@DOM1
U8717@DOM1,U9867@DOM1
U8717@DOM1,U4045@DOM1
U8717@DOM1,U3603@DOM1
U8717@DOM1,U3904@DOM1
U8717@DOM1,U2664@DOM1
U8717@DOM1,U7373@DOM1
U8717@DOM1,U2348@DOM1
U8717@DOM1,U6134@DOM1
U8717@DOM1,U5496@DOM1
U8717@DOM1,U4943@DOM1
U8717@DOM1,U3671@DOM1
U8717@DOM1,U3694@DOM1
U8717@DOM1,U1940@DOM1
U8717@DOM1,U3248@DOM1
U8717@DOM1,U708@DOM1
U8717@DOM1,U6039@DOM1
U8717@DOM1,U7066@DOM1
U8717@DOM1,U2390@DOM1
U8717@DOM1,U3590@DOM1
U8717@DOM1,U6384@DOM1
U8717@DOM1,U4082@DOM1
U8717@DOM1,U586@DOM1
U8717@DOM1,U1592@DOM1
U8717@DOM1,U2758@DOM1
U8717@DOM1,U9947@DOM1
U4018@DOM1,U7182@DOM1
U4018@DOM1,U2348@DOM1
U4018@DOM1,U3457@DOM1
U4018@DOM1,U4599@DOM1
U4018@DOM1,U1145@DOM1
U8434@DOM1,U6521@DOM1
U8434@DOM1,U307@DOM1
U8434@DOM1,U5002@DOM1
U8434@DOM1,U162@DOM1
U8434@DOM1,U24@DOM1
U8434@DOM1,U12@DOM1
U8434@DOM1,U207@DOM1
U8434@DOM1,U374@DOM1
U8434@DOM1,U78@DOM1
U1491@DOM1,U5541@DOM1
U1491@DOM1,U8076@DOM1
U1491@DOM1,U4599@DOM1
U1491@DOM1,U3958@DOM1
U1491@DOM1,U2735@DOM1
U1491@DOM1,U1501@DOM1
U1491@DOM1,U314@DOM1
U1491@DOM1,U1048@DOM1
U1491@DOM1,U3005@DOM1
U1491@DOM1,U7375@DOM1
U1491@DOM1,U8601@DOM1
U1491@DOM1,U4353@DOM1
U5541@DOM1,U3457@DOM1
U5541@DOM1,U8076@DOM1
U5541@DOM1,U4599@DOM1
U5541@DOM1,U3958@DOM1
U5541@DOM1,U1501@DOM1
U5541@DOM1,U1048@DOM1
U5541@DOM1,U7375@DOM1
U5541@DOM1,U4353@DOM1
U380@DOM1,U376@DOM1
U380@DOM1,U8020@DOM1
U380@DOM1,U314@DOM1
U380@DOM1,U24@DOM1
U4629@DOM1,U8792@DOM1
U4629@DOM1,U7562@DOM1
U4629@DOM1,U3958@DOM1
U4629@DOM1,U5002@DOM1
U4629@DOM1,U4251@DOM1
U4629@DOM1,U13@DOM1
U4629@DOM1,U1480@DOM1
U5942@DOM1,U463@DOM9
U5942@DOM1,U7182@DOM1
U5942@DOM1,U7066@DOM1
U5942@DOM1,U50@DOM1
U5942@DOM1,U5002@DOM1
U5942@DOM1,U3005@DOM1
U5942@DOM1,U1600@DOM1
U5942@DOM1,U1480@DOM1
U463@DOM9,U8792@DOM1
U463@DOM9,U7182@DOM1
U463@DOM9,U7373@DOM1
U463@DOM9,U4844@DOM1
U463@DOM9,U5652@DOM9
U463@DOM9,U3975@DOM1
U463@DOM9,U9828@DOM1
U463@DOM9,U7255@DOM1
U463@DOM9,U359@DOM1
U463@DOM9,U7192@DOM1
U463@DOM9,U307@DOM1
U463@DOM9,U4599@DOM1
U463@DOM9,U8020@DOM1
U463@DOM9,U4082@DOM1
U463@DOM9,U9780@DOM1
U463@DOM9,U455@DOM1
U463@DOM9,U50@DOM1
U463@DOM9,U5002@DOM1
U463@DOM9,U4251@DOM1
U463@DOM9,U453@DOM1
U463@DOM9,U2575@DOM1
U463@DOM9,U3206@DOM1
U463@DOM9,U12@DOM1
U463@DOM9,U20@DOM1
U463@DOM9,U1145@DOM1
U463@DOM9,U1600@DOM1
U463@DOM9,U207@DOM1
U463@DOM9,U3486@DOM1
U463@DOM9,U7507@DOM1
U463@DOM9,U78@DOM1
U463@DOM9,U1480@DOM1
U1813@DOM1,U5941@DOM1
U1813@DOM1,U6764@DOM1
U8792@DOM1,U7182@DOM1
U8792@DOM1,U831@DOM1
U8792@DOM1,U8020@DOM1
U8792@DOM1,U8661@DOM1
U8792@DOM1,U455@DOM1
U8792@DOM1,U623@DOM1
U8792@DOM1,U5002@DOM1
U8792@DOM1,U4251@DOM1
U8792@DOM1,U453@DOM1
U8792@DOM1,U737@DOM1
U8792@DOM1,U1600@DOM1
U8792@DOM1,U1025@DOM1
U8792@DOM1,U3486@DOM1
U8792@DOM1,U1480@DOM1
U7420@DOM1,U7450@DOM1
U7420@DOM1,U3603@DOM1
U7420@DOM1,U3904@DOM1
U7420@DOM1,U2348@DOM1
U7420@DOM1,U1940@DOM1
U7420@DOM1,U3057@DOM1
U7420@DOM1,U3590@DOM1
U7420@DOM1,U6384@DOM1
U7420@DOM1,U314@DOM1
U7420@DOM1,U8777@DOM1
U7450@DOM1,U9867@DOM1
U7450@DOM1,U4045@DOM1
U7450@DOM1,U3603@DOM1
U7450@DOM1,U3904@DOM1
U7450@DOM1,U2664@DOM1
U7450@DOM1,U7373@DOM1
U7450@DOM1,U2348@DOM1
U7450@DOM1,U6134@DOM1
U7450@DOM1,U5496@DOM1
U7450@DOM1,U4943@DOM1
U7450@DOM1,U3671@DOM1
U7450@DOM1,U3694@DOM1
U7450@DOM1,U1940@DOM1
U7450@DOM1,U3248@DOM1
U7450@DOM1,U6039@DOM1
U7450@DOM1,U7066@DOM1
U7450@DOM1,U2390@DOM1
U7450@DOM1,U3590@DOM1
U7450@DOM1,U6384@DOM1
U7450@DOM1,U4082@DOM1
U7450@DOM1,U586@DOM1
U7450@DOM1,U2758@DOM1
U7182@DOM1,U2348@DOM1
U7182@DOM1,U4844@DOM1
U7182@DOM1,U5652@DOM9
U7182@DOM1,U9828@DOM1
U7182@DOM1,U5941@DOM1
U7182@DOM1,U307@DOM1
U7182@DOM1,U3457@DOM1
U7182@DOM1,U4599@DOM1
U7182@DOM1,U9780@DOM1
U7182@DOM1,U50@DOM1
U7182@DOM1,U5002@DOM1
U7182@DOM1,U453@DOM1
U7182@DOM1,U737@DOM1
U7182@DOM1,U1106@DOM1
U7182@DOM1,U1145@DOM1
U7182@DOM1,U1600@DOM1
U7182@DOM1,U3486@DOM1
U7182@DOM1,U1480@DOM1
U9867@DOM1,U3603@DOM1
U9867@DOM1,U2664@DOM1
U9867@DOM1,U7373@DOM1
U9867@DOM1,U2348@DOM1
U9867@DOM1,U6134@DOM1
U9867@DOM1,U5496@DOM1
U9867@DOM1,U7427@DOM1
U9867@DOM1,U4943@DOM1
U9867@DOM1,U3671@DOM1
U9867@DOM1,U3694@DOM1
U9867@DOM1,U1940@DOM1
U9867@DOM1,U3248@DOM1
U9867@DOM1,U708@DOM1
U9867@DOM1,U7066@DOM1
U9867@DOM1,U2390@DOM1
U9867@DOM1,U3590@DOM1
U9867@DOM1,U6384@DOM1
U9867@DOM1,U4082@DOM1
U9867@DOM1,U586@DOM1
U9867@DOM1,U2758@DOM1
U9867@DOM1,U9947@DOM1
U4045@DOM1,U3603@DOM1
U4045@DOM1,U2664@DOM1
U4045@DOM1,U7373@DOM1
U4045@DOM1,U2348@DOM1
U4045@DOM1,U6134@DOM1
U4045@DOM1,U5496@DOM1
U4045@DOM1,U4943@DOM1
U4045@DOM1,U3671@DOM1
U4045@DOM1,U3694@DOM1
U4045@DOM1,U1940@DOM1
U4045@DOM1,U3248@DOM1
U4045@DOM1,U6039@DOM1
U4045@DOM1,U7066@DOM1
U4045@DOM1,U6384@DOM1
U4045@DOM1,U586@DOM1
U4045@DOM1,U2575@DOM1
U4045@DOM1,U9263@DOM1
U4045@DOM1,U8601@DOM1
U4045@DOM1,U2758@DOM1
U4045@DOM1,U9947@DOM1
U7562@DOM1,U4251@DOM1
U7562@DOM1,U8946@DOM1
U3603@DOM1,U3904@DOM1
U3603@DOM1,U2664@DOM1
U3603@DOM1,U2348@DOM1
U3603@DOM1,U6134@DOM1
U3603@DOM1,U5496@DOM1
U3603@DOM1,U4943@DOM1
U3603@DOM1,U3694@DOM1
U3603@DOM1,U1940@DOM1
U3603@DOM1,U3248@DOM1
U3603@DOM1,U708@DOM1
U3603@DOM1,U7066@DOM1
U3603@DOM1,U2390@DOM1
U3603@DOM1,U3590@DOM1
U3603@DOM1,U6384@DOM1
U3603@DOM1,U4082@DOM1
U3603@DOM1,U586@DOM1
U3603@DOM1,U2758@DOM1
U3603@DOM1,U9947@DOM1
U3904@DOM1,U2664@DOM1
U3904@DOM1,U2348@DOM1
U3904@DOM1,U5496@DOM1
U3904@DOM1,U4943@DOM1
U3904@DOM1,U3694@DOM1
U3904@DOM1,U1940@DOM1
U3904@DOM1,U3248@DOM1
U3904@DOM1,U708@DOM1
U3904@DOM1,U6039@DOM1
U3904@DOM1,U2390@DOM1
U3904@DOM1,U3590@DOM1
U3904@DOM1,U6384@DOM1
U3904@DOM1,U4082@DOM1
U3904@DOM1,U586@DOM1
U3904@DOM1,U2758@DOM1
U2964@DOM1,U831@DOM1
U2964@DOM1,U1382@DOM1
U2964@DOM1,U7510@DOM1
U2964@DOM1,U8661@DOM1
U2964@DOM1,U2231@DOM1
U2964@DOM1,U6691@DOM1
U2964@DOM1,U655@DOM1
U2964@DOM1,U342@DOM1
U2664@DOM1,U7373@DOM1
U2664@DOM1,U2348@DOM1
U2664@DOM1,U6134@DOM1
U2664@DOM1,U5496@DOM1
U2664@DOM1,U4943@DOM1
U2664@DOM1,U3671@DOM1
U2664@DOM1,U3694@DOM1
U2664@DOM1,U1940@DOM1
U2664@DOM1,U3248@DOM1
U2664@DOM1,U6039@DOM1
U2664@DOM1,U7066@DOM1
U2664@DOM1,U2390@DOM1
U2664@DOM1,U3590@DOM1
U2664@DOM1,U6384@DOM1
U2664@DOM1,U4082@DOM1
U2664@DOM1,U586@DOM1
U2664@DOM1,U2758@DOM1
U2664@DOM1,U9947@DOM1
U7373@DOM1,U2348@DOM1
U7373@DOM1,U5496@DOM1
U7373@DOM1,U7427@DOM1
U7373@DOM1,U4943@DOM1
U7373@DOM1,U3671@DOM1
U7373@DOM1,U3694@DOM1
U7373@DOM1,U1940@DOM1
U7373@DOM1,U3248@DOM1
U7373@DOM1,U7066@DOM1
U7373@DOM1,U6384@DOM1
U7373@DOM1,U4082@DOM1
U7373@DOM1,U586@DOM1
U7373@DOM1,U453@DOM1
U7373@DOM1,U86@DOM1
U7373@DOM1,U636@DOM1
U7373@DOM1,U9947@DOM1
U2348@DOM1,U6134@DOM1
U2348@DOM1,U5496@DOM1
U2348@DOM1,U4943@DOM1
U2348@DOM1,U3671@DOM1
U2348@DOM1,U3694@DOM1
U2348@DOM1,U1940@DOM1
U2348@DOM1,U3248@DOM1
U2348@DOM1,U708@DOM1
U2348@DOM1,U6039@DOM1
U2348@DOM1,U7066@DOM1
U2348@DOM1,U2390@DOM1
U2348@DOM1,U3590@DOM1
U2348@DOM1,U6384@DOM1
U2348@DOM1,U4082@DOM1
U2348@DOM1,U586@DOM1
U2348@DOM1,U1600@DOM1
U2348@DOM1,U2758@DOM1
U2348@DOM1,U9947@DOM1
U854@DOM1,U376@DOM1
U854@DOM1,U9263@DOM1
U854@DOM1,U3406@DOM1
U376@DOM1,U8020@DOM1
U376@DOM1,U8661@DOM1
U376@DOM1,U623@DOM1
U376@DOM1,U5002@DOM1
U376@DOM1,U453@DOM1
U376@DOM1,U3406@DOM1
U9376@DOM1,U7255@DOM1
U9376@DOM1,U3057@DOM1
U9376@DOM1,U7192@DOM1
U9376@DOM1,U314@DOM1
U9376@DOM1,U3005@DOM1
U9376@DOM1,U1106@DOM1
U9376@DOM1,U3406@DOM1
U4844@DOM1,U307@DOM1
U4844@DOM1,U1600@DOM1
U6134@DOM1,U5496@DOM1
U6134@DOM1,U4943@DOM1
U6134@DOM1,U3671@DOM1
U6134@DOM1,U3694@DOM1
U6134@DOM1,U1940@DOM1
U6134@DOM1,U3248@DOM1
U6134@DOM1,U7066@DOM1
U6134@DOM1,U6384@DOM1
U6134@DOM1,U4082@DOM1
U6134@DOM1,U586@DOM1
U6134@DOM1,U2758@DOM1
U5496@DOM1,U4943@DOM1
U5496@DOM1,U3671@DOM1
U5496@DOM1,U3694@DOM1
U5496@DOM1,U1940@DOM1
U5496@DOM1,U3248@DOM1
U5496@DOM1,U708@DOM1
U5496@DOM1,U6039@DOM1
U5496@DOM1,U7066@DOM1
U5496@DOM1,U2390@DOM1
U5496@DOM1,U3590@DOM1
U5496@DOM1,U6384@DOM1
U5496@DOM1,U4082@DOM1
U5496@DOM1,U586@DOM1
U5496@DOM1,U2758@DOM1
U5652@DOM9,U7255@DOM1
U5652@DOM9,U7192@DOM1
U5652@DOM9,U307@DOM1
U5652@DOM9,U4082@DOM1
U5652@DOM9,U9780@DOM1
U5652@DOM9,U50@DOM1
U5652@DOM9,U5002@DOM1
U5652@DOM9,U453@DOM1
U5652@DOM9,U3206@DOM1
U5652@DOM9,U12@DOM1
U5652@DOM9,U20@DOM1
U5652@DOM9,U1600@DOM1
U5652@DOM9,U7507@DOM1
U5652@DOM9,U78@DOM1
U5652@DOM9,U1480@DOM1
U3975@DOM1,U5002@DOM1
U3975@DOM1,U2758@DOM1
U6585@DOM1,U10330@DOM1
U6585@DOM1,U636@DOM1
U9828@DOM1,U50@DOM1
U9828@DOM1,U5002@DOM1
U9828@DOM1,U1600@DOM1
U7427@DOM1,U3671@DOM1
U7427@DOM1,U3694@DOM1
U7427@DOM1,U1940@DOM1
U7427@DOM1,U3248@DOM1
U7427@DOM1,U6384@DOM1
U7427@DOM1,U4082@DOM1
U7427@DOM1,U737@DOM1
U7427@DOM1,U7375@DOM1
U7427@DOM1,U9947@DOM1
U4943@DOM1,U3671@DOM1
U4943@DOM1,U3694@DOM1
U4943@DOM1,U1940@DOM1
U4943@DOM1,U3248@DOM1
U4943@DOM1,U6039@DOM1
U4943@DOM1,U7066@DOM1
U4943@DOM1,U2390@DOM1
U4943@DOM1,U3590@DOM1
U4943@DOM1,U6384@DOM1
U4943@DOM1,U4082@DOM1
U4943@DOM1,U586@DOM1
U4943@DOM1,U2758@DOM1
U4943@DOM1,U9947@DOM1
U5941@DOM1,U1382@DOM1
U5941@DOM1,U4599@DOM1
U5941@DOM1,U3723@DOM1
U5941@DOM1,U1145@DOM1
U5941@DOM1,U1600@DOM1
U3671@DOM1,U3694@DOM1
U3671@DOM1,U1940@DOM1
U3671@DOM1,U6039@DOM1
U3671@DOM1,U7066@DOM1
U3671@DOM1,U6384@DOM1
U3671@DOM1,U4082@DOM1
U3671@DOM1,U737@DOM1
